titulo,link,data,Is_Edital,Campus_Citado,Topico_Classificado
Valença divulga errata de inscrições para seleção de professor de direito,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-errata-de-inscricoes-para-selecao-de-professor-de-direito,07/10/2025,True,IFPI - Campus Valença,Concursos e Seleção de Servidores
Pedro II seleciona monitores,https://www.ifpi.edu.br/pedroii/noticias/pedro-ii-seleciona-monitores-para-napne,07/10/2025,True,Não Mapeado,Assistência Estudantil
Campo Maior divulga preliminar para curso de Inglês,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-divulga-preliminar-para-curso-de-ingles,06/10/2025,False,IFPI - Campus Campo Maior,Outros/Geral
Corrente oferta vagas para estágio curricular obrigatório,https://www.ifpi.edu.br/corrente/noticias/corrente-oferta-vagas-para-estagio-curricular-obrigatorio,06/10/2025,True,Não Mapeado,Ensino e Cursos
IFPI e Assembleia Legislativa assinam convênio para transmissão de aulas de revisão,https://www.ifpi.edu.br/noticias/ifpi-e-assembleia-legislativa-assinam-convenio-para-transmissao-de-aulas-de-revisao,06/10/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
IFPI divulga preliminar de inscrições em Mestrado em Ensino de Física,https://www.ifpi.edu.br/noticias/ifpi-divulga-preliminar-de-inscricoes-em-mestrado-em-ensino-de-fisica,06/10/2025,True,IFPI - Geral,Pós-Graduação
XVII Semana da Matemática e da Física acontece em dezembro no Teresina Central,https://www.ifpi.edu.br/teresinacentral/noticias/xvii-semana-da-matematica-e-da-fisica-acontece-em-dezembro-no-teresina-central,06/10/2025,False,IFPI - Campus Teresina Central,Pesquisa e Inovação
Dirceu divulga resultado final para monitoria do NAPNE,https://www.ifpi.edu.br/dirceu/noticias/dirceu-divulga-resultado-final-para-monitoria-do-napne,06/10/2025,False,IFPI - Campus Teresina Dirceu Arcoverde,Outros/Geral
Picos divulga aprovados para curso de Administração,https://www.ifpi.edu.br/picos/noticias/picos-divulga-aprovados-para-curso-de-administracao,03/10/2025,True,IFPI - Campus Picos,Ensino e Cursos
Teresina Zona Sul oferta vagas para cursos técnicos,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-oferta-vagas-para-cursos-tecnicos-1,03/10/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
IFPI realiza 1ª Exposição de Materiais Pedagógicos Acessíveis,https://www.ifpi.edu.br/noticias/ifpi-realiza-1a-exposicao-de-materiais-pedagogicos-acessiveis,03/10/2025,False,IFPI - Geral,Pós-Graduação
Campus Cocal realiza programação do Setembro Amarelo,https://www.ifpi.edu.br/cocal/noticias/campus-cocal-realiza-programacao-do-setembro-amarelo,03/10/2025,False,IFPI - Campus Cocal,Ensino e Cursos
São João divulga eleitos para Centros Acadêmicos,https://www.ifpi.edu.br/saojoao/noticias/sao-joao-divulga-eleitos-para-centros-academicos,03/10/2025,False,IFPI - Campus São João,Ensino e Cursos
IFPI divulga resultado para curso de Educação Escolar Quilombola,https://www.ifpi.edu.br/saojoao/noticias/ifpi-divulga-resultado-para-curso-de-educacao-escolar-quilombola,03/10/2025,True,IFPI - Geral,Extensão e Cultura
Campus Pio IX divulga resultado de seleção para monitores,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-divulga-resultado-de-selecao-para-monitores,03/10/2025,True,Não Mapeado,Outros/Geral
Projeto Escolas Sustentáveis alcança mais de 70% das escolas de São Gonçalo do Gurguéia,https://www.ifpi.edu.br/corrente/noticias/projeto-escolas-sustentaveis-alcanca-mais-de-70-das-escolas-de-sao-goncalo-do-gurgueia,03/10/2025,False,IFPI - Campus Corrente,Concursos e Seleção de Servidores
Campus Pedro II apresenta projetos do Embarcatech ao Hospital São Camilo,https://www.ifpi.edu.br/pedroii/noticias/campus-pedro-ii-apresenta-projetos-do-embarcatech-ao-hospital-sao-camilo,03/10/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
São Raimundo Nonato divulga resultado final para monitorias,https://www.ifpi.edu.br/saoraimundononato/noticias/sao-raimundo-nonato-divulga-resultado-final-para-monitorias,03/10/2025,True,Não Mapeado,Ensino e Cursos
Campus Pedro II promove programação alusiva ao Setembro Amarelo,https://www.ifpi.edu.br/pedroii/noticias/campus-pedro-ii-promove-programacao-alusiva-ao-setembro-amarelo,03/10/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
IFPI oferta 4.280 vagas em cursos técnicos,https://www.ifpi.edu.br/noticias/ifpi-oferta-4-280-vagas-em-cursos-tecnicos,02/10/2025,True,IFPI - Geral,Ensino e Cursos
Dirceu divulga preliminar para monitoria do NAPNE,https://www.ifpi.edu.br/dirceu/noticias/dirceu-divulga-preliminar-para-monitoria-do-napne,02/10/2025,True,IFPI - Campus Teresina Dirceu Arcoverde,Ensino e Cursos
Valença homologa inscrições para professor de Direito,https://www.ifpi.edu.br/valenca/noticias/valenca-homologa-inscricoes-para-professor-de-direito,02/10/2025,True,IFPI - Campus Valença,Concursos e Seleção de Servidores
São Raimundo Nonato divulga preliminar para monitorias,https://www.ifpi.edu.br/saoraimundononato/noticias/sao-raimundo-nonato-divulga-preliminar-para-monitorias-2,02/10/2025,True,Não Mapeado,Ensino e Cursos
IFPI e LG concluem 3ª turma de treinamentos do Programa VIP Partner,https://www.ifpi.edu.br/noticias/ifpi-e-lg-concluem-3a-turma-de-treinamentos-do-programa-vip-partner,02/10/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Teresina Central promove evento com foco na saúde mental e integração dos alunos,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-promove-evento-com-foco-na-saude-mental-e-integracao-dos-alunos,02/10/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
Piripiri divulga aprovados para Benefício Permanente,https://www.ifpi.edu.br/piripiri/noticias/piripiri-divulga-aprovados-para-beneficio-permanente-1,01/10/2025,True,IFPI - Campus Piripiri,Outros/Geral
Teresina Zona Sul prorroga prazo para submissão de trabalhos para evento sobre IA,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-prorroga-prazo-para-submissao-de-trabalhos-para-evento-sobre-ia,01/10/2025,True,IFPI - Campus Teresina Zona Sul,Concursos e Seleção de Servidores
Angical convoca para entrevistas em seleção para benefícios,https://www.ifpi.edu.br/angical/noticias/angical-convoca-para-entrevistas-em-selecao-para-beneficios,01/10/2025,True,Não Mapeado,Outros/Geral
Alunos de Geoprocessamento apresentam pesquisas em congresso internacional em Recife,https://www.ifpi.edu.br/teresinacentral/noticias/alunos-de-geoprocessamento-apresentam-pesquisas-em-congresso-internacional-em-recife,01/10/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Campus Angical realizou Encontro Pedagógico,https://www.ifpi.edu.br/angical/noticias/campus-angical-realizou-encontro-pedagogico,01/10/2025,False,IFPI - Campus Angical,Extensão e Cultura
Valença divulga resultado preliminar para Estágio Curricular,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-resultado-preliminar-para-estagio-curricular,01/10/2025,False,IFPI - Campus Valença,Ensino e Cursos
Corrente divulga resultado para Benefício Permanente,https://www.ifpi.edu.br/corrente/noticias/corrente-divulga-resultado-para-beneficio-permanente,01/10/2025,False,IFPI - Campus Corrente,Outros/Geral
Valença divulga homologação das inscrições para coordenador do NEABI,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-homologacao-das-inscricoes-para-coordenador-do-neabi,01/10/2025,False,IFPI - Campus Valença,Outros/Geral
Campus Parnaíba realizou Feira Empreendedora Qualific,https://www.ifpi.edu.br/parnaiba/noticias/campus-parnaiba-realizou-feira-empreendedora-qualific,30/09/2025,False,IFPI - Campus Parnaíba,Concursos e Seleção de Servidores
Picos divulga parcial para curso técnico em Administração,https://www.ifpi.edu.br/picos/noticias/picos-divulga-parcial-para-curso-tecnico-em-administracao,30/09/2025,True,IFPI - Campus Picos,Ensino e Cursos
Picos faz 3ªª chamada para curso de ADS,https://www.ifpi.edu.br/picos/noticias/picos-faz-3aa-chamada-para-curso-de-ads,30/09/2025,True,IFPI - Campus Picos,Ensino e Cursos
Alunos do Campus Piripiri recebem Menção Honrosa em evento internacional de inovação,https://www.ifpi.edu.br/piripiri/noticias/alunos-do-campus-piripiri-recebem-mencao-honrosa-em-evento-internacional-de-inovacao,30/09/2025,False,IFPI - Campus Piripiri,Pesquisa e Inovação
IFPI sedia 13ª edição do Simpósio Internacional de Inovação Tecnológica,https://www.ifpi.edu.br/noticias/ifpi-sedia-13a-edicao-do-simposio-internacional-de-inovacao-tecnologica,29/09/2025,False,IFPI - Geral,Pós-Graduação
Teresina Zona Sul faz nova convocação de excedentes para curso de Panificação,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-faz-nova-convocacao-de-excedentes-para-curso-de-panificacao,29/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Paulistana divulga resultado da seleção para professor de Matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-resultado-da-selecao-para-professor-de-matematica,29/09/2025,True,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Divulgada a lista de aprovados em 1ª chamada para o curso técnico em Defesa Civil,https://www.ifpi.edu.br/teresinacentral/noticias/divulgada-a-lista-de-aprovados-em-1a-chamada-para-o-curso-tecnico-em-defesa-civil-1,29/09/2025,False,Não Mapeado,Outros/Geral
Defesa de mestrado: DANIEL GUIMARÃES GONÇALVES,https://www.ifpi.edu.br/noticias/defesa-de-mestrado-daniel-guimaraes-goncalves,29/09/2025,False,IFPI - Campus Campo Maior,Pós-Graduação
Campus Campo Maior debate estratégias em agroecologia com instituiçoes parceiras,https://www.ifpi.edu.br/campomaior/noticias/campus-campo-maior-e-instituicoes-debatem-estrategias-em-agroecologia,29/09/2025,False,IFPI - Campus Campo Maior,Concursos e Seleção de Servidores
Campus Pio IX e Banco do Nordeste promovem treinamento,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-e-banco-do-nordeste-promovem-treinamento,29/09/2025,False,IFPI - Campus Pio IX,Concursos e Seleção de Servidores
Campus Pio IX participa da VII Exponono com destaque na área de Agropecuária,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-participa-da-vii-exponono-com-destaque-na-area-de-agropecuaria,29/09/2025,False,IFPI - Campus Pio IX,Extensão e Cultura
IFPI assina protocolo de intenção com Piauí Gov Tech,https://www.ifpi.edu.br/noticias/ifpi-assina-protocolo-de-intencao-com-piaui-gov-tech,26/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Alunos do IFPI produzem manual de química para estudantes surdos(as),https://www.ifpi.edu.br/cocal/noticias/alunos-do-ifpi-produzem-manual-de-quimica-para-estudantes-surdos-as,26/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Campo Maior oferta curso gratuito de Inglês Básico,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-oferta-curso-gratuito-de-ingles-basico,26/09/2025,True,IFPI - Campus Campo Maior,Ensino e Cursos
Paulistana divulga etapas em seleção para professor de Matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-etapas-em-selecao-para-professor-de-matematica,26/09/2025,True,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Campus Paulistana promove formação em primeiros socorros para servidores,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-promove-formacao-em-primeiros-socorros-para-servidores,26/09/2025,False,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Campus Paulistana promove ações do Setembro Amarelo,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-promove-acoes-do-setembro-amarelo,26/09/2025,False,IFPI - Campus Paulistana,Extensão e Cultura
Campo Maior divulga preliminar em chamada para aquisição de alimentos,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-divulga-preliminar-em-chamada-para-aquisicao-de-alimentos,26/09/2025,True,IFPI - Campus Campo Maior,Extensão e Cultura
Conselho Editorial  realiza reunião com as Pós-Graduações Stricto sensu do IFPI,https://www.ifpi.edu.br/noticias/conselho-editorial-realiza-reuniao-com-as-pos-graduacoes-stricto-sensu-do-ifpi,26/09/2025,False,IFPI - Geral,Pós-Graduação
Alunos do CETI de Milton Brandão visitam o  Campus Pedro II,https://www.ifpi.edu.br/pedroii/noticias/alunos-do-ceti-de-milton-brandao-visitam-o-campus-pedro-ii,26/09/2025,False,Não Mapeado,Concursos e Seleção de Servidores
Campus Paulistana realiza Encontro Pedagógico,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-realiza-encontro-pedagogico-2,26/09/2025,False,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
IFPI participa do Encontro de Ouvidorias e SICs na Educação,https://www.ifpi.edu.br/noticias/ifpi-participa-do-encontro-de-ouvidorias-e-sics-na-educacao,26/09/2025,False,IFPI - Geral,Ensino e Cursos
Parnaíba divulga professores bolsistas aprovados para o QualiFIC,https://www.ifpi.edu.br/parnaiba/parnaiba-divulga-professores-bolsistas-aprovados-para-o-qualific,26/09/2025,True,IFPI - Campus Parnaíba,Concursos e Seleção de Servidores
Qualificação de Mestrado: FRANCISCO DIONATA DE OLIVEIRA SILVA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-francisco-dionata-de-oliveira-silva,26/09/2025,False,Não Mapeado,Pós-Graduação
Reitoria sedia reunião do Colégio de Dirigentes do IFPI,https://www.ifpi.edu.br/noticias/reitoria-sedia-reuniao-do-colegio-de-dirigentes-do-ifpi,25/09/2025,False,IFPI - Geral,Outros/Geral
IFPI lança cartilha sobre inclusão na Instituição,https://www.ifpi.edu.br/noticias/ifpi-lanca-cartilha-sobre-inclusao-na-instituicao,25/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Campus Pedro II recebe visita da FAIFPI  e da Diretoria de Relações Empresariais e Empreendedorismo,https://www.ifpi.edu.br/pedroii/noticias/campus-pedro-ii-recebe-visita-da-faifpi-e-da-diretoria-de-relacoes-empresariais-e-empreendedorismo,25/09/2025,False,IFPI - Geral,Pós-Graduação
QUALIFICAÇÃO DE MESTRADO:   ANGELA VALÉRIA DE SOUSA ALMEIDA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-angela-valeria-de-sousa-almeida,25/09/2025,False,Não Mapeado,Pós-Graduação
Inscrições abertas para  9º Encontro Nacional das Editoras da Rede Federal,https://www.ifpi.edu.br/noticias/inscricoes-abertas-para-9o-encontro-nacional-das-editoras-da-rede-federal,25/09/2025,True,Não Mapeado,Pesquisa e Inovação
Vitrine Tecnológica movimenta Campus Teresina Central,https://www.ifpi.edu.br/teresinacentral/noticias/vitrine-tecnologica-movimenta-campus-teresina-central,25/09/2025,False,IFPI - Geral,Pós-Graduação
IFPI sedia VIII Encontro Regional de Educação de Jovens e Adultos,https://www.ifpi.edu.br/noticias/ifpi-sedia-viii-encontro-regional-de-educacao-de-jovens-e-adultos,24/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Teresina Dirceu divulga etapas de seletivo para monitoria do NAPNE,https://www.ifpi.edu.br/dirceu/noticias/teresina-dirceu-divulga-etapas-de-seletivo-para-monitoria-do-napne,24/09/2025,True,IFPI - Campus Teresina Dirceu Arcoverde,Ensino e Cursos
Valença seleciona coordenador para o NEABI,https://www.ifpi.edu.br/valenca/noticias/valenca-seleciona-coordenador-para-o-neabi,24/09/2025,True,IFPI - Campus Valença,Concursos e Seleção de Servidores
Parnaíba divulga parcial para professores bolsistas do QualiFIC,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-divulga-parcial-para-professores-bolsistas-do-qualific,24/09/2025,True,IFPI - Campus Parnaíba,Concursos e Seleção de Servidores
Projeto Alvorada é finalista do Prêmio Espírito Público 2025,https://www.ifpi.edu.br/noticias/projeto-alvorada-e-finalista-do-premio-espirito-publico-2025,24/09/2025,False,IFPI - Geral,Pesquisa e Inovação
Campus São João do Piauí fortalece parceria com a Sala do Empreendedor,https://www.ifpi.edu.br/saojoao/noticias/campus-sao-joao-do-piaui-fortalece-parceria-com-a-sala-do-empreendedor,24/09/2025,False,IFPI - Campus São João,Pós-Graduação
Inscrições prorrogadas para Mestrado Nacional Profissional em Ensino de Física,https://www.ifpi.edu.br/picos/noticias/inscricoes-prorrogadas-para-mestrado-nacional-profissional-em-ensino-de-fisica,24/09/2025,True,IFPI - Campus Picos,Pós-Graduação
Teresina Zona Sul convoca excedentes para cursos de Química e Panificação,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-convoca-excedentes-para-cursos-de-quimica-e-panificacao,24/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Valença retifica edital para Estágio Curricular,https://www.ifpi.edu.br/valenca/noticias/valenca-retifica-edital-para-estagio-curricular,24/09/2025,True,IFPI - Campus Valença,Ensino e Cursos
Teresina Central promove roda de conversa sobre Saúde Mental e Envelhecimento,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-promove-roda-de-conversa-sobre-saude-mental-e-envelhecimento,24/09/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
Teresina Zona Sul divulga resultado preliminar das solicitações de matrículas,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-divulga-resultado-preliminar-das-solicitacoes-de-matriculas,24/09/2025,False,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Teresina Central realiza I Ciclo de Palestras da disciplina de Atividades de Extensão IV,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-realiza-i-ciclo-de-palestras-da-disciplina-de-atividades-de-extensao-iv,24/09/2025,False,IFPI - Campus Teresina Central,Concursos e Seleção de Servidores
IFPI oferta 2.263 vagas para cursos superiores em 19 campi,https://www.ifpi.edu.br/noticias/ifpi-oferta-2-263-vagas-para-cursos-superiores-em-19-campi,23/09/2025,True,IFPI - Geral,Ensino e Cursos
Valença seleciona professor substituto de Direito,https://www.ifpi.edu.br/valenca/noticias/valenca-seleciona-professor-substituto-de-direito-1,23/09/2025,True,IFPI - Campus Valença,Concursos e Seleção de Servidores
IFPI oferta vagas em Curso de Aperfeiçoamento em Educação Escolar Quilombola,https://www.ifpi.edu.br/saojoao/noticias/ifpi-oferta-vagas-em-curso-de-aperfeicoamento-em-educacao-escolar-quilombola,23/09/2025,True,IFPI - Campus São João,Concursos e Seleção de Servidores
Teresina Central celebra aniversário do IFPI com projeto Tradição e Futuro,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-celebra-aniversario-do-ifpi-com-projeto-tradicao-e-futuro,23/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Abertas submissões de trabalhos para o 9º Integra IFPI,https://www.ifpi.edu.br/noticias/abertas-submissoes-de-trabalhos-para-o-9o-integra-ifpi,23/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Campus Esperantina realiza reuniões com sindicatos rurais,https://www.ifpi.edu.br/noticias/campus-esperantina-realiza-reunioes-com-sindicatos-rurais,22/09/2025,False,IFPI - Geral,Ensino e Cursos
Campus São Raimundo Nonato e Univasf desenvolverão portal do Parque Nacional da Serra da Capivara,https://www.ifpi.edu.br/saoraimundononato/noticias/campus-sao-raimundo-nonato-e-univasf-desenvolverao-portal-do-parque-nacional-da-serra-da-capivara,22/09/2025,False,IFPI - Geral,Concursos e Seleção de Servidores
Picos faz 2ª chamada para curso de Análise e Desenvolvimento de Sistemas,https://www.ifpi.edu.br/picos/noticias/picos-faz-2a-chamada-para-curso-de-analise-e-desenvolvimento-de-sistemas,22/09/2025,True,IFPI - Campus Picos,Ensino e Cursos
Campus Pio IX seleciona monitores para curso de Agropecuária,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-seleciona-monitores-para-curso-de-agropecuaria,22/09/2025,True,Não Mapeado,Assistência Estudantil
Proen implanta módulo para propostas de Projetos de Ensino no SUAP,https://www.ifpi.edu.br/noticias/proen-implanta-modulo-para-propostas-de-projetos-de-ensino-no-suap,22/09/2025,True,Não Mapeado,Assistência Estudantil
São João divulga chapas em eleição de representantes para Centros Acadêmicos,https://www.ifpi.edu.br/saojoao/noticias/sao-joao-divulga-chapas-em-eleicao-de-representantes-para-centros-academicos,19/09/2025,False,IFPI - Campus São João,Ensino e Cursos
Valença oferta vagas para estágio curricular obrigatório,https://www.ifpi.edu.br/valenca/noticias/valenca-oferta-vagas-para-estagio-curricular-obrigatorio,19/09/2025,True,IFPI - Campus Valença,Ensino e Cursos
Parnaíba faz 2ª chamada para Análises Clínicas,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-faz-2a-chamada-para-analises-clinicas,19/09/2025,True,IFPI - Campus Parnaíba,Outros/Geral
IFPI oferta vagas em Mestrado Profissional em Análise e Planejamento Espacial,https://www.ifpi.edu.br/noticias/ifpi-oferta-vagas-em-mestrado-profissional-em-analise-e-planejamento-espacial,19/09/2025,True,IFPI - Geral,Pós-Graduação
Conselho Editorial reforça orientações sobre obras submetidas para publicação,https://www.ifpi.edu.br/noticias/conselho-editorial-reforca-orientacoes-sobre-obras-submetidas-para-publicacao,19/09/2025,False,IFPI - Geral,Pesquisa e Inovação
Teresina Zona Sul realiza Encontro Pedagógico,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-realiza-encontro-pedagogico-1,19/09/2025,False,IFPI - Campus Teresina Zona Sul,Concursos e Seleção de Servidores
São João seleciona professor de Zootecnia,https://www.ifpi.edu.br/saojoao/noticias/sao-joao-seleciona-professor-de-zootecnia,18/09/2025,True,IFPI - Campus São João,Concursos e Seleção de Servidores
Campus Esperantina amplia diálogo com comunidades rurais,https://www.ifpi.edu.br/noticias/campus-esperantina-amplia-dialogo-com-comunidades-rurais,18/09/2025,False,IFPI - Geral,Ensino e Cursos
São Raimundo Nonato seleciona monitores para cursos técnicos e superiores,https://www.ifpi.edu.br/saoraimundononato/noticias/sao-raimundo-nonato-seleciona-monitores-para-cursos-tecnicos-e-superiores,18/09/2025,True,Não Mapeado,Assistência Estudantil
Parnaíba seleciona professores bolsistas para o projeto QualiFIC,https://www.ifpi.edu.br/parnaiba/noticias/parnaiba-seleciona-professores-bolsistas-para-o-qualific,18/09/2025,True,IFPI - Campus Parnaíba,Assistência Estudantil
Defesa de Mestrado: JEAN CARLOS RODRIGUES DE BRITO,https://www.ifpi.edu.br/noticias/defesa-de-mestrado-jean-carlos-rodrigues-de-brito,18/09/2025,False,IFPI - Campus Parnaíba,Pós-Graduação
Alunos de Paulistana participam da Olimpíada Brasileira de Robótica,https://www.ifpi.edu.br/paulistana/noticias/alunos-de-paulistana-participam-da-olimpiada-brasileira-de-robotica,18/09/2025,False,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Teresina Central informa sobre pagamento de benefícios,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-informa-sobre-pagamento-de-beneficios-10,18/09/2025,False,IFPI - Campus Teresina Central,Extensão e Cultura
Campus José de Freitas inicia Pré-Enem 2025,https://www.ifpi.edu.br/josedefreitas/noticias/campus-jose-de-freitas-inicia-pre-enem-2025,18/09/2025,False,IFPI - Campus José de Freitas,Concursos e Seleção de Servidores
Teresina Central divulga preliminar para bolsistas do GrunaLabs,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-divulga-preliminar-para-bolsistas-do-grunalabs,17/09/2025,True,IFPI - Campus Teresina Central,Pesquisa e Inovação
Campus Esperantina promove reunião ampliada com gestores públicos e representantes institucionais,https://www.ifpi.edu.br/noticias/campus-esperantina-promove-reuniao-ampliada-com-gestores-publicos-e-representantes-institucionais,17/09/2025,False,IFPI - Geral,Pós-Graduação
Campus Teresina Dirceu seleciona monitores para NAPNE,https://www.ifpi.edu.br/dirceu/noticias/campus-teresina-dirceu-seleciona-monitores-para-napne,17/09/2025,True,IFPI - Campus Teresina Dirceu Arcoverde,Assistência Estudantil
Valença prorroga matriculas de chamada pública,https://www.ifpi.edu.br/valenca/noticias/valenca-prorroga-matriculas-de-chamada-publica,17/09/2025,True,IFPI - Campus Valença,Ensino e Cursos
Piripiri convoca candidatos de seleção de benefício permanente para entrevista,https://www.ifpi.edu.br/piripiri/noticias/piripiri-convoca-candidatos-de-selecao-de-beneficio-permanente-para-entrevista,17/09/2025,True,IFPI - Campus Piripiri,Outros/Geral
Paulistana divulga errata de seletivo para professor de matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-errata-de-seletivo-para-professor-de-matematica,17/09/2025,True,IFPI - Campus Paulistana,Concursos e Seleção de Servidores
Corrente convoca alunos em procedimento de reavaliação para entrega de documentos,https://www.ifpi.edu.br/corrente/noticias/corrente-convoca-alunos-em-procedimento-de-reavaliacao-para-entrega-de-documentos,16/09/2025,False,Não Mapeado,Outros/Geral
Valença divulga resultado de chamada para aquisição de alimentos,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-resultado-de-chamada-para-aquisicao-de-alimentos-3,16/09/2025,True,IFPI - Campus Valença,Extensão e Cultura
Campus Uruçuí realiza I Semana Acadêmica Integrada de Administração,https://www.ifpi.edu.br/urucui/noticias/campus-urucui-realiza-i-semana-academica-integrada-de-administracao,16/09/2025,False,IFPI - Campus Uruçuí,Concursos e Seleção de Servidores
Alunos de ADS do Campus Floriano conquistam 2º lugar na Feira Brasileira de Iniciação Científica,https://www.ifpi.edu.br/floriano/noticias/alunos-de-ads-do-campus-floriano-conquistam-2o-lugar-na-feira-brasileira-de-iniciacao-cientifica,16/09/2025,False,IFPI - Campus Floriano,Pesquisa e Inovação
Teresina Zona Sul divulga resultado final para cursos técnicos em Panificação e Química,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-divulga-resultado-final-para-cursos-tecnicos-em-panificacao-e-quimica,16/09/2025,True,IFPI - Campus Teresina Zona Sul,Ensino e Cursos
Conif realiza Marcha dos Reitores para universalizar alimentação estudantil na Rede Federal,https://www.ifpi.edu.br/noticias/conif-realiza-marcha-dos-reitores-para-universalizar-alimentacao-estudantil-na-rede-federal,16/09/2025,False,IFPI - Campus Pedro II,Ensino e Cursos
Cocal divulga resultado de seleção de beneficio permanente,https://www.ifpi.edu.br/cocal/noticias/cocal-divulga-resultado-de-selecao-de-beneficio-permanente,16/09/2025,True,IFPI - Campus Cocal,Outros/Geral
IFPI faz 2ª chamada para Mestrado em Engenharia de Materiais,https://www.ifpi.edu.br/noticias/ifpi-faz-2a-chamada-para-mestrado-em-engenharia-de-materiais,15/09/2025,True,IFPI - Geral,Pós-Graduação
"Teresina Central terá workshop ""Setembro Surdo""",https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-tera-workshop-setembro-surdo,15/09/2025,False,IFPI - Campus Teresina Central,Extensão e Cultura
Cocal altera cronograma de chamada do PNAE,https://www.ifpi.edu.br/cocal/noticias/cocal-altera-cronograma-de-chamada-do-pnae,15/09/2025,True,IFPI - Campus Cocal,Extensão e Cultura
PROEN informa sobre preenchimento do PSAD/RSAD,https://www.ifpi.edu.br/noticias/proen-informa-sobre-preenchimento-do-psad-rsad,15/09/2025,False,IFPI - Geral,Outros/Geral
QUALIFICAÇÃO DE MESTRADO:  ANDRÉ FILIPE SOUSA LOIOLA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-andre-filipe-sousa-loiola,15/09/2025,False,Não Mapeado,Pós-Graduação
Estudantes de Parnaíba conquistam 1º lugar na etapa regional da Maratona de Programação da SBC,https://www.ifpi.edu.br/parnaiba/noticias/estudantes-do-campus-parnaiba-conquistam-1-lugar-na-etapa-regional-da-maratona-de-programacao-da-sbc,15/09/2025,False,IFPI - Campus Parnaíba,Concursos e Seleção de Servidores
Teresina Central inicia especialização em Gestão Pública e Controle Externo,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-inicia-especializacao-em-gestao-publica-e-controle-externo,15/09/2025,False,IFPI - Campus Teresina Central,Pós-Graduação
